taxon_id,taxon_name,mean_case,mean_ctrl,p_value,effect_size,direction,q_value
STR_Candidatus_Saccharibacteria_bacterium_oral_taxon_488,Candidatus_Saccharibacteria_bacterium_oral_taxon_488,6.706798786293694e-4,0.0022835990769912028,0.25704578900909303,-1.7660952935888663,health_enriched,0.5662538007226817
STR_Rothia_aeria,Rothia_aeria,0.0056260731614278066,0.03186076186429129,0.01103576910054795,-2.5013694198827263,health_enriched,0.11545112289804009
STR_Prevotella_maculosa,Prevotella_maculosa,0.003506760723674871,0.002034022280019003,0.6953826984827741,0.785505750363542,disease_enriched,0.8637495305071139
STR_Veillonella_parvula,Veillonella_parvula,0.009919139591599397,0.02129455937435883,0.2611662508316621,-1.1021202991183263,health_enriched,0.5662538007226817
STR_Prevotella_nigrescens,Prevotella_nigrescens,0.014254830445688428,0.012160626494453493,0.6539712515980111,0.22921589557386224,disease_enriched,0.8312157964236402
STR_Treponema_maltophilum,Treponema_maltophilum,0.0062975310373309355,4.1681768739375784e-4,0.0031199837923366882,3.91406992595856,disease_enriched,0.08486355915155792
STR_Prevotella_saccharolytica,Prevotella_saccharolytica,0.001105289657753739,0.0012706210468874247,0.5494608412908686,-0.20093962697886503,health_enriched,0.7606308685919516
STR_GGB4400_SGB6074,GGB4400_SGB6074,4.195608228339406e-4,8.252639141354136e-4,0.5333982347619248,-0.9742881988684053,health_enriched,0.7478573188414616
STR_Actinomyces_israelii,Actinomyces_israelii,0.0021704906616010285,0.0014318137458659145,0.8364802170674048,0.5998346653931395,disease_enriched,0.9401761117451823
STR_Prevotella_oralis,Prevotella_oralis,8.54470619660002e-4,5.769776193975211e-4,0.35017987381977506,0.5657046781628413,disease_enriched,0.6266376689406501
STR_Cardiobacterium_valvarum,Cardiobacterium_valvarum,7.833664926258124e-4,0.0013529808675063555,0.2956177930243412,-0.7876075415541166,health_enriched,0.5662538007226817
STR_Lachnospiraceae_bacterium_oral_taxon_500,Lachnospiraceae_bacterium_oral_taxon_500,4.1803751901371754e-4,3.0074741039685227e-4,0.13918959231839798,0.4737380333016998,disease_enriched,0.44873366089069866
STR_Leptotrichia_sp_oral_taxon_212,Leptotrichia_sp_oral_taxon_212,0.0017961391339777098,0.0015128833635428328,0.7863290356686555,0.24744804837293818,disease_enriched,0.9232877889628861
STR_Streptococcus_sanguinis,Streptococcus_sanguinis,6.030383378393113e-4,0.010076740700736796,0.02318481531483695,-4.060388312094578,health_enriched,0.17517416015654583
STR_Actinomyces_sp_oral_taxon_448,Actinomyces_sp_oral_taxon_448,0.005740100382478454,8.038754145878629e-4,0.39637419380781663,2.834489888083942,disease_enriched,0.6708656690279983
STR_Bacteroidetes_oral_taxon_274,Bacteroidetes_oral_taxon_274,0.025413361817906342,0.04218060752557766,0.9529753739715844,-0.7309700731482279,health_enriched,0.999352658382856
STR_Porphyromonas_gingivalis,Porphyromonas_gingivalis,0.11593891619705549,0.015829629659730705,0.03290076400799937,2.8725868033264796,disease_enriched,0.2055235081209667
STR_Campylobacter_curvus,Campylobacter_curvus,6.361270572993913e-4,2.3857239769361336e-5,0.29324917109342163,4.679843097899126,disease_enriched,0.5662538007226817
STR_Neisseria_sicca,Neisseria_sicca,0.011430942469025622,0.03254547604612975,0.5888977496399277,-1.5094307835061054,health_enriched,0.7627627995336207
STR_GGB10022_SGB15896,GGB10022_SGB15896,0.016565944867203693,0.014388401971362109,0.559287403376435,0.2033009433286289,disease_enriched,0.7606308685919516
STR_Haemophilus_parainfluenzae,Haemophilus_parainfluenzae,0.002300406554428515,0.005126839615426529,0.4956154138836511,-1.1558352741448914,health_enriched,0.7239807147966679
STR_Neisseria_elongata,Neisseria_elongata,0.004355491121596187,0.010471858553230884,0.0686031727459556,-1.2654167696693899,health_enriched,0.32617527036206495
STR_Streptococcus_gordonii,Streptococcus_gordonii,0.0012681216975878344,0.00790252003851607,0.2849066773634785,-2.6386649206793398,health_enriched,0.5662538007226817
STR_Capnocytophaga_ochracea,Capnocytophaga_ochracea,0.009407333989639105,0.019631340958183127,0.4452057332457455,-1.0612210289430861,health_enriched,0.7103826975703079
STR_Leptotrichia_hofstadii,Leptotrichia_hofstadii,6.695407376000884e-4,0.0010933731106100985,0.8032555808780971,-0.7067077994374128,health_enriched,0.933698794866848
STR_Kytococcus_sedentarius,Kytococcus_sedentarius,6.857060606471861e-5,0.0010795620765107008,0.2053551151788639,-3.95716025600005,health_enriched,0.5558294531755227
STR_Prevotella_veroralis,Prevotella_veroralis,0.001707969365153279,3.124106604673886e-4,0.9668792226448351,2.447000377484868,disease_enriched,0.999352658382856
STR_Pauljensenia_hongkongensis,Pauljensenia_hongkongensis,3.099255391020711e-4,8.091335415973084e-4,0.7539512386432933,-1.3815906169737893,health_enriched,0.9232877889628861
STR_Isoptericola_variabilis,Isoptericola_variabilis,3.6560503134934057e-4,0.0017726132206918929,0.1390831161725338,-2.274392938435729,health_enriched,0.44873366089069866
STR_Granulicatella_adiacens,Granulicatella_adiacens,1.3032267826375643e-4,7.726476260198099e-4,0.4362544419579485,-2.5585605319575184,health_enriched,0.7103826975703079
STR_candidate_division_SR1_bacterium_MGEHA,candidate_division_SR1_bacterium_MGEHA,0.0011803041781402756,6.409267430213758e-4,0.7875101729389323,0.8798999263329768,disease_enriched,0.9232877889628861
STR_Selenomonas_sputigena,Selenomonas_sputigena,0.003347950031325221,8.508340245963659e-4,0.9873567539216261,1.9750645888230296,disease_enriched,1
STR_GGB1201_SGB1566,GGB1201_SGB1566,0.0029774354823606784,0.0010567242927447744,0.9191546533891333,1.4935910859376693,disease_enriched,0.9921034354041438
STR_Anaeroglobus_geminatus,Anaeroglobus_geminatus,8.941944026438733e-4,7.992032894836847e-5,0.15801749308792082,3.467626925939972,disease_enriched,0.4775639791101607
STR_GGB6675_SGB9425,GGB6675_SGB9425,0.004184976505359264,5.7282200997437706e-5,0.20843604494082102,6.166365042903315,disease_enriched,0.5558294531755227
STR_Arachnia_SGB15898,Arachnia_SGB15898,0.0013303104252538594,0.004772748364286874,0.47227206410946565,-1.8422755129307058,health_enriched,0.7143572162483007
STR_Peptidiphaga_gingivicola,Peptidiphaga_gingivicola,0.0018201824425556883,1.9582629620684406e-4,0.22514765698160688,3.209880571679819,disease_enriched,0.5593000334376591
STR_Lautropia_dentalis,Lautropia_dentalis,0.020573316982575675,0.0015045924045256802,0.5551955354083988,3.7724413773225547,disease_enriched,0.7606308685919516
STR_Porphyromonas_endodontalis,Porphyromonas_endodontalis,0.02865812137769293,0.0030425227083532374,0.003798784468718879,3.2351803453733443,disease_enriched,0.08610578129096126
STR_GGB12796_SGB19893,GGB12796_SGB19893,0.0010065110071165815,2.0688748320652254e-4,0.9338154924884083,2.2769207983350164,disease_enriched,0.9921789607689339
STR_Dialister_invisus,Dialister_invisus,0.0032269738637088117,8.078103737537211e-4,0.025821557278690635,1.9967554910423213,disease_enriched,0.18482798894220664
STR_GGB4533_SGB6246,GGB4533_SGB6246,2.6269928612515387e-4,4.131209286953003e-4,0.8573906117044204,-0.6511584493472804,health_enriched,0.9557796982934522
STR_GGB12790_SGB19844,GGB12790_SGB19844,6.957693688689486e-4,0.0019472522537190401,0.7713123838610099,-1.483427378048598,health_enriched,0.9232877889628861
STR_Olsenella_sp_oral_taxon_807,Olsenella_sp_oral_taxon_807,0.0037125228935217386,0.0018402309641197044,0.4779890196955542,1.012117862628321,disease_enriched,0.7143572162483007
STR_Tannerella_forsythia,Tannerella_forsythia,0.05761919637810636,0.016878893001783118,0.006757366594780125,1.771268818300177,disease_enriched,0.09728786691536086
STR_Campylobacter_rectus,Campylobacter_rectus,0.010333700992026773,0.0065756415677216936,0.26657043227343236,0.6520736992170997,disease_enriched,0.5662538007226817
STR_Eubacterium_brachy,Eubacterium_brachy,0.0031459468336069735,0.0019506344624508406,0.4327812657322523,0.6892699410210514,disease_enriched,0.7103826975703079
STR_Treponema_denticola,Treponema_denticola,0.02899934786275272,0.0019411573672038825,0.013517140172808419,3.9003381977780904,disease_enriched,0.13130936167871035
STR_GGB12790_SGB19845,GGB12790_SGB19845,7.359945752305562e-4,0.005409415045341724,0.8190754355815048,-2.8760133654626965,health_enriched,0.9360862120931482
STR_Lachnoanaerobaculum_saburreum,Lachnoanaerobaculum_saburreum,7.855129001171765e-4,0.0011778839063564174,1,-0.5838793186437328,health_enriched,1
STR_Actinomyces_sp_oral_taxon_897,Actinomyces_sp_oral_taxon_897,0.00114041536484121,7.891630700268535e-4,0.3265171388929413,0.5306015631469129,disease_enriched,0.5920844118592002
STR_Prevotella_denticola,Prevotella_denticola,0.004121396003961604,2.4385258950948498e-4,0.25895104138372815,4.073497740250681,disease_enriched,0.5662538007226817
STR_Candidatus_Nanoperiomorbus_periodonticus,Candidatus_Nanoperiomorbus_periodonticus,0.009092269942295388,5.619472103010998e-4,0.057224165313669556,4.013727634476956,disease_enriched,0.3112994593063624
STR_Prevotella_intermedia,Prevotella_intermedia,0.023513082115042824,0.0014347112829952633,0.11677294195282929,4.0336874548865715,disease_enriched,0.43399809554367014
STR_GGB3385_SGB4472,GGB3385_SGB4472,0.0019979603276689224,0.0012626874161462494,0.8973094558786695,0.6616101952161096,disease_enriched,0.9841458548346697
STR_Selenomonas_massiliensis,Selenomonas_massiliensis,8.54674893588717e-4,2.93936000468792e-4,0.8355308907393795,1.5366608296534516,disease_enriched,0.9401761117451823
STR_Centipeda_periodontii,Centipeda_periodontii,6.933414702413471e-5,2.2659465075161288e-4,0.5293891405619291,-1.6941694610572806,health_enriched,0.7478573188414616
STR_Mogibacterium_timidum,Mogibacterium_timidum,0.0032336960159131587,3.769095910120159e-4,0.022606135499176505,3.097517101245172,disease_enriched,0.17517416015654583
STR_Gemella_morbillorum,Gemella_morbillorum,3.50700328643945e-4,5.146552103932995e-4,0.968948840757619,-0.5520600559807557,health_enriched,0.999352658382856
STR_Kingella_denitrificans,Kingella_denitrificans,1.4722175592348177e-4,0.001915047555437616,0.45953847841431267,-3.69230424212387,health_enriched,0.7103826975703079
STR_Candidatus_Gracilibacteria_bacterium_GN02_873,Candidatus_Gracilibacteria_bacterium_GN02_873,3.078915134766233e-4,4.4161983488442237e-4,0.5003984352271087,-0.5189678685745889,health_enriched,0.7239807147966679
STR_Selenomonas_sp_oral_taxon_892,Selenomonas_sp_oral_taxon_892,0.0010081152757761135,0.002911191981353235,0.9284076890535581,-1.529014476512415,health_enriched,0.9921789607689339
STR_Selenomonas_sp_oral_taxon_126,Selenomonas_sp_oral_taxon_126,0.001145215376828707,0.0012122756408317957,0.3609861651900795,-0.08202919401444755,health_enriched,0.6375859541019585
STR_Catonella_morbi,Catonella_morbi,4.38651271148969e-4,4.112211409272663e-4,0.21671990007222316,0.09294114399956102,disease_enriched,0.5593000334376591
STR_Parvimonas_micra,Parvimonas_micra,0.001100803369172386,0.00196453945716009,0.39765214598561016,-0.8350585457915101,health_enriched,0.6708656690279983
STR_Bacteroidetes_unclassified_SGB1343,Bacteroidetes_unclassified_SGB1343,0.008560974200425269,9.944502511546557e-4,0.08143970556675598,3.104522365897248,disease_enriched,0.32617527036206495
STR_Campylobacter_showae,Campylobacter_showae,4.784254158809234e-4,3.576610302026473e-4,0.5751002491828016,0.41868539305135505,disease_enriched,0.7627627995336207
STR_Dialister_pneumosintes,Dialister_pneumosintes,5.999559757322389e-4,3.918714788270746e-4,0.24541905298352712,0.6132018705118826,disease_enriched,0.5662538007226817
STR_Prevotella_baroniae,Prevotella_baroniae,0.00207661413023125,9.833787616066991e-5,0.07982526129974524,4.386440018618486,disease_enriched,0.32617527036206495
STR_Streptococcus_anginosus,Streptococcus_anginosus,4.0798232415898116e-4,3.427663884145292e-4,0.7875101729389323,0.2506099996270791,disease_enriched,0.9232877889628861
STR_Peptostreptococcus_stomatis,Peptostreptococcus_stomatis,9.27125801001953e-4,8.52296688994243e-6,0.20843604494082102,6.606765439007318,disease_enriched,0.5558294531755227
STR_GGB1025_SGB1319,GGB1025_SGB1319,0.007311753716851296,6.056945210142889e-4,0.009559577853313638,3.591372587190266,disease_enriched,0.10834188233755457
STR_GGB10852_SGB17523,GGB10852_SGB17523,0.006369926735742543,3.3128935617793726e-4,9.587348894763842e-4,4.2609912600819255,disease_enriched,0.053545459455426075
STR_Filifactor_alocis,Filifactor_alocis,0.004633055206474289,1.998157285542292e-4,0.006039779510484434,4.528331055944953,disease_enriched,0.09728786691536086
STR_Eubacterium_yurii,Eubacterium_yurii,9.391565474427039e-4,0.0017817475465958077,0.2809530987566272,-0.9231295104875773,health_enriched,0.5662538007226817
STR_Prevotella_sp_oral_taxon_473,Prevotella_sp_oral_taxon_473,6.860578849025508e-4,4.534158348152677e-4,0.2809530987566272,0.5964185431647538,disease_enriched,0.5662538007226817
STR_Treponema_SGB69443,Treponema_SGB69443,0.007085767147372472,3.2199464024371317e-4,0.0091839076041493,4.455545516407058,disease_enriched,0.10834188233755457
STR_GGB49229_SGB69060,GGB49229_SGB69060,0.0019672289742494638,1.818894191173848e-4,0.1349624646852048,3.4278545496620914,disease_enriched,0.44873366089069866
STR_Treponema_sp_Marseille_Q3903,Treponema_sp_Marseille_Q3903,0.004476222226936511,6.624208539053227e-5,0.20843604494082102,6.05709565014432,disease_enriched,0.5558294531755227
STR_GGB1611_SGB2208,GGB1611_SGB2208,9.62674246339939e-4,5.75947195636894e-5,0.061695069596777,4.039702987493145,disease_enriched,0.32101701893781004
STR_Eubacterium_nodatum,Eubacterium_nodatum,0.002057100040308789,6.395787850000458e-5,6.074240444353178e-4,4.985664784946647,disease_enriched,0.053545459455426075
STR_Fretibacterium_fastidiosum,Fretibacterium_fastidiosum,0.0011516453303640926,3.423156867789782e-5,0.006054565001665098,5.0319361410030155,disease_enriched,0.09728786691536086
STR_Prevotella_dentalis,Prevotella_dentalis,0.0011988463853813535,2.421578220894955e-5,0.12445533622208188,5.572378921976443,disease_enriched,0.43399809554367014
STR_Anaerolineaceae_bacterium_oral_taxon_439,Anaerolineaceae_bacterium_oral_taxon_439,6.763317927697022e-4,1.434736668684237e-4,0.311493195877318,2.229056157430483,disease_enriched,0.5751770013440216
STR_GGB4333_SGB5935,GGB4333_SGB5935,0.007551167411073737,1.2405259436316906e-5,0.03245806159076034,9.137947794932224,disease_enriched,0.2055235081209667
STR_Peptostreptococcaceae_bacterium_oral_taxon_113,Peptostreptococcaceae_bacterium_oral_taxon_113,0.0025927634415565796,0,0.018974544760126933,11.340831192449214,disease_enriched,0.16243439191378845
